Date : 2021-05-11 09:51:46
Directory : c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src
Total : 614 files,  50408 codes, 1225 comments, 4911 blanks, all 56544 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\DialogParameters\EconomicsAnalysisSuccessFailureDialogParameters.ts                     | TypeScript       |         44 |          0 |          4 |         48 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\DialogParameters\EconomicsParameterSuccessFailureDialogParameters.ts                    | TypeScript       |         39 |          0 |          4 |         43 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\DialogParameters\StoredEconomicsDataDialogParameters.ts                               | TypeScript       |         28 |          0 |          3 |         31 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\DialogParameters\StoredEconomicsSensitivitiesDialogParameters.ts                      | TypeScript       |         28 |          0 |          3 |         31 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\DialogParameters\SensitivitiesSuccessFailureDialogParameters.ts                         | TypeScript       |         39 |          0 |          4 |         43 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Dialogs\CreateEconomicsParametersTableDialog.tsx                                        | TypeScript React |        128 |          0 |          9 |        137 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Dialogs\EconomicsParametersDialog.tsx                                                   | TypeScript React |        212 |          0 |         13 |        225 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Dialogs\EconomicsParametersSensitivitiesDialog.tsx                                      | TypeScript React |        134 |          0 |          9 |        143 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Dialogs\StoredEconomicsSensitivitiesDialog.tsx                                        | TypeScript React |        131 |          0 |          8 |        139 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Dialogs\SaveCostsRevenuesInputDeckDialog.tsx                                            | TypeScript React |        120 |          0 |          8 |        128 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Dialogs\SaveEconomicsParametersInputDeckDialog.tsx                                      | TypeScript React |        120 |          0 |          8 |        128 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Dialogs\SaveEconomicsSensitivitiesDialog.tsx                                            | TypeScript React |        120 |          0 |          8 |        128 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\ForecastRunDetail.tsx                                                                   | TypeScript React |        229 |          1 |         15 |        245 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Forms\CostsRevenuesTitleAndDescription.tsx                                              | TypeScript React |         75 |          0 |          8 |         83 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Forms\CostsRevenuesTitleAndDescriptionForm.tsx                                          | TypeScript React |         58 |          0 |          6 |         64 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Forms\EconomicsParametersTitleAndDescription.tsx                                        | TypeScript React |         75 |          0 |          8 |         83 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Forms\EconomicsParametersTitleAndDescriptionForm.tsx                                    | TypeScript React |         60 |          0 |          6 |         66 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Forms\EconomicsSensitivitiesTitleAndDescription.tsx                                     | TypeScript React |         79 |          0 |          9 |         88 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Forms\EconomicsSensitivitiesTitleAndDescriptionForm.tsx                                 | TypeScript React |         58 |          0 |          6 |         64 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Menus\EconomicsInputButtonsMenu.tsx                                                     | TypeScript React |        118 |          0 |         11 |        129 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Panels\EconomicsAnalysesPanel.tsx                                                       | TypeScript React |        116 |          0 |          9 |        125 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Panels\EconomicsResultsPanel.tsx                                                        | TypeScript React |        115 |          0 |         10 |        125 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Parameters\EconomicsParametersTable.tsx                                                 | TypeScript React |        219 |          4 |         17 |        240 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Parameters\EconomicsParametersValue.tsx                                                 | TypeScript React |         92 |          0 |         10 |        102 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\Parameters\IParametersType.ts                                                           | TypeScript       |         11 |          0 |          3 |         14 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Components\TitlePlaques\EconomicsChartTitlePlaque.tsx                                              | TypeScript React |         37 |          0 |          5 |         42 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Data\EconomicsData.ts                                                                              | TypeScript       |        228 |          0 |         14 |        242 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Data\EconomicsDataTypes.ts                                                                         | TypeScript       |         10 |          0 |          2 |         12 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Economics.tsx                                                                                      | TypeScript React |          5 |          0 |          3 |          8 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Images\ForecastResults.svg                                                                         | XML              |          1 |          0 |          0 |          1 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Images\HeatMap.svg                                                                                 | XML              |         15 |          1 |          1 |         17 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Images\InternalRateOfReturn.svg                                                                    | XML              |         79 |          1 |          1 |         81 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Images\Manual.svg                                                                                  | XML              |          1 |          0 |          0 |          1 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Images\NetCashflow.svg                                                                             | XML              |          1 |          0 |          0 |          1 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Images\NetPresentValue.svg                                                                         | XML              |          2 |          0 |          1 |          3 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Images\ResultCharts.svg                                                                            | XML              |         23 |          1 |          1 |         25 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Images\ResultTables.svg                                                                            | XML              |         24 |          1 |          1 |         26 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Redux\Actions\EconomicsActions.ts                                                                  | TypeScript       |        357 |          0 |         44 |        401 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Redux\Reducers\EconomicsReducers.ts                                                                | TypeScript       |        218 |          0 |         32 |        250 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Redux\Sagas\FetchStoredEconomicsDataSaga.ts                                                      | TypeScript       |         83 |          0 |         10 |         93 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Redux\Sagas\FetchStoredEconomicsSensitivitiesSaga.ts                                             | TypeScript       |         80 |          0 |         10 |         90 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Redux\Sagas\GetEconomicsSensitivitiesByIdSaga.ts                                                   | TypeScript       |        100 |          0 |         12 |        112 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Redux\Sagas\RunEconomicsAnalysisSaga.ts                                                            | TypeScript       |        125 |          1 |         15 |        141 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Redux\Sagas\SaveCostsRevenuesSaga.ts                                                               | TypeScript       |        123 |          1 |         16 |        140 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Redux\Sagas\SaveEconomicsParametersSaga.ts                                                         | TypeScript       |        178 |          1 |         20 |        199 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Redux\Sagas\SaveEconomicsSensitivitiesSaga.ts                                                      | TypeScript       |        118 |         11 |         15 |        144 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Redux\State\EconomicsState.ts                                                                      | TypeScript       |        154 |          1 |         27 |        182 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Redux\State\EconomicsStateTypes.ts                                                                 | TypeScript       |        165 |          1 |         28 |        194 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\Common\EconomicsBackground.tsx                                                              | TypeScript React |         21 |          0 |          5 |         26 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\Common\EconomicsLayout.tsx                                                                  | TypeScript React |        166 |          0 |          9 |        175 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsAnalyses\EconomicsAnalyses.tsx                                                     | TypeScript React |        220 |          0 |          7 |        227 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsAnalyses\EconomicsAnalysesLanding.tsx                                              | TypeScript React |        106 |          2 |         11 |        119 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsAnalyses\EconomicsAnalysesTypes.ts                                                 | TypeScript       |         80 |          0 |         13 |         93 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsAnalyses\EconomicsAnalysis.tsx                                                     | TypeScript React |        320 |          2 |         26 |        348 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsAnalyses\EconomicsDecksSelectionTable.tsx                                          | TypeScript React |        173 |          1 |         22 |        196 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsAnalyses\EconomicsParametersSensitivities\EconomicsParametersSensitivities.tsx     | TypeScript React |        116 |          0 |         12 |        128 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsAnalyses\EconomicsParametersSensitivities\EconomicsParametersSensitivitiesTypes.ts | TypeScript       |         33 |          2 |          4 |         39 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsAnalyses\EconomicsParametersSensitivities\EconomicsSensitivitiesTable.tsx          | TypeScript React |         90 |          0 |          8 |         98 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsAnalyses\EconomicsParametersSensitivities\StoredEconomicsSensitivities.tsx       | TypeScript React |        243 |          9 |         16 |        268 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsAnalyses\EconomicsParametersSensitivities\ParameterSensitivity.tsx                 | TypeScript React |        198 |          7 |         18 |        223 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsInput\EconomicsCostsAndRevenues\CostsAndRevenueManual.tsx                          | TypeScript React |        672 |          2 |         29 |        703 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsInput\EconomicsCostsAndRevenues\EconomicsCostsAndRevenuesTypes.ts                  | TypeScript       |         10 |          0 |          2 |         12 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsInput\EconomicsCostsAndRevenues\EconomicsCostsRevenuesLanding.tsx                  | TypeScript React |        293 |          4 |         16 |        313 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsInput\EconomicsCostsAndRevenues\StoredCostsAndRevenuesDecks.tsx                  | TypeScript React |         71 |          1 |         11 |         83 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsInput\EconomicsParameters\EconomicsParametersLanding.tsx                           | TypeScript React |        266 |          3 |         17 |        286 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsInput\EconomicsParameters\EconomicsParametersManual.tsx                            | TypeScript React |        260 |          0 |         22 |        282 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsInput\EconomicsParameters\EconomicsParametersManualTypes.ts                        | TypeScript       |         23 |          0 |          3 |         26 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsInput\EconomicsParameters\EconomicsParametersTypes.ts                              | TypeScript       |          9 |          0 |          2 |         11 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsInput\EconomicsParameters\StoredEconomicsParametersDecks.tsx                     | TypeScript React |         69 |          1 |         12 |         82 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsPlotCharts\EconomicsPlotChartsDataPanel.tsx                       | TypeScript React |         88 |          1 |         12 |        101 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsPlotCharts\EconomicsPlotChartsSelectChart.tsx                     | TypeScript React |        278 |         20 |          4 |        302 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsPlotCharts\EconomicsPlotChartsSelectCharts.tsx                    | TypeScript React |         27 |          0 |          7 |         34 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsPlotCharts\EconomicsPlotChartsTreeView.tsx                        | TypeScript React |        245 |         14 |         38 |        297 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsPlotCharts\EconomicsPlotChartsVisualytics.tsx                     | TypeScript React |        170 |          2 |         14 |        186 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsResultsLanding.tsx                                                | TypeScript React |        175 |         14 |         14 |        203 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsResultsTypes.ts                                                   | TypeScript       |          8 |          0 |          2 |         10 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsSensitivitiesHeatMap\EconomicsSensitivitiesHeatMap.tsx            | TypeScript React |        278 |         20 |          4 |        302 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsSensitivitiesHeatMap\SensitivitiesHeatMapChart.tsx                | TypeScript React |        159 |          9 |          9 |        177 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsSensitivitiesHeatMap\SensitivitiesHeatMapDataPanel.tsx            | TypeScript React |         88 |          1 |         13 |        102 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsSensitivitiesHeatMap\SensitivitiesHeatMapTreeView.tsx             | TypeScript React |        242 |         14 |         37 |        293 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsSensitivitiesHeatMap\SensitivitiesHeatMapVisualytics.tsx          | TypeScript React |        119 |          0 |          8 |        127 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsTemplateResults\EconomicsTemplateChart.tsx                        | TypeScript React |        165 |          3 |         20 |        188 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsTemplateResults\EconomicsTemplateDataPanel.tsx                    | TypeScript React |         88 |          1 |         12 |        101 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsTemplateResults\EconomicsTemplateSelectChart.tsx                  | TypeScript React |        278 |         20 |          4 |        302 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsTemplateResults\EconomicsTemplateTreeView.tsx                     | TypeScript React |        245 |         14 |         37 |        296 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\EconomicsTemplateResults\EconomicsTemplateVisualytics.tsx                  | TypeScript React |        120 |          0 |          8 |        128 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsResults\StoredEconomicsResults.tsx                                               | TypeScript React |         74 |          0 |         12 |         86 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsSensitivities\EconomicsSensitivitiesLanding.tsx                                    | TypeScript React |        129 |         59 |         16 |        204 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsSensitivities\EconomicsSensitivitiesTypes.ts                                       | TypeScript       |          7 |          0 |          2 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Routes\EconomicsWorkflows\EconomicsAnalysesWorkflow.tsx                                            | TypeScript React |        191 |          2 |         14 |        207 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Utils\DragAndDropItemTypes.ts                                                                      | TypeScript       |         10 |          0 |          1 |         11 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Economics\Workflows\CostsRevenueApexForecastWorkflow.tsx                                                    | TypeScript React |        200 |          1 |         15 |        216 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Common\ForecastBackground.tsx                                                                       | TypeScript React |         20 |          0 |          5 |         25 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Common\ForecastChartCategories.tsx                                                                  | TypeScript React |         52 |          0 |          5 |         57 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Common\ForecastLanding.tsx                                                                          | TypeScript React |        192 |          2 |         15 |        209 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Common\ForecastLandingTypes.ts                                                                      | TypeScript       |          7 |          0 |          2 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Common\ForecastLayout.tsx                                                                           | TypeScript React |         43 |          1 |          5 |         49 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Common\ForecastLayoutTypes.ts                                                                       | TypeScript       |          7 |          0 |          2 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Common\ForecastSelectChart.tsx                                                                      | TypeScript React |         17 |          3 |          7 |         27 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Common\ForecastChartDataPanel.tsx                                                             | TypeScript React |        169 |          3 |         17 |        189 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Components\BaseActions\GetTreeviewKeysByIdResetFetchButtons.tsx                                     | TypeScript React |         74 |          0 |          7 |         81 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Components\DialogActions\RunForecastSuccessFailureDialogParameters.ts                               | TypeScript       |         28 |          0 |          3 |         31 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Components\DialogButtons\DialogCancelFetchButtons.tsx                                               | TypeScript React |         57 |          0 |          4 |         61 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Components\DialogButtons\SaveForecastResutlsDialogButtons.tsx                                       | TypeScript React |         78 |          0 |          7 |         85 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Components\DialogParameters\StoredForecastResultsSuccessFailureDialogParameters.ts                | TypeScript       |         30 |          0 |          4 |         34 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Components\DialogParameters\GetForecastResultsSuccessFailureDialogParameters.ts                     | TypeScript       |         30 |          0 |          4 |         34 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Components\ForecastStackedAreaChart.tsx                                                             | TypeScript React |         65 |         36 |          5 |        106 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Components\ForecastTreeView.tsx                                                                     | TypeScript React |        267 |          2 |         38 |        307 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Components\ForecastTreeViewTypes.ts                                                                 | TypeScript       |          6 |          0 |          1 |          7 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Components\Menus\ForecastVariableButtonsMenu.tsx                                                    | TypeScript React |        103 |          0 |          9 |        112 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Components\TitlePlaques\ForecastChartTitlePlaque.tsx                                                | TypeScript React |         37 |          0 |          5 |         42 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Images\DragAndDrop.svg                                                                              | XML              |          7 |          1 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Images\Forecast.svg                                                                                 | XML              |        105 |          1 |          1 |        107 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Images\ForecastCharts.svg                                                                           | XML              |         14 |          1 |          1 |         16 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Redux\Actions\ForecastActions.ts                                                                    | TypeScript       |        251 |          0 |         26 |        277 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Redux\ForecastState\ForecastState.ts                                                                | TypeScript       |         70 |          1 |         11 |         82 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Redux\ForecastState\ForecastStateTypes.ts                                                           | TypeScript       |        100 |          0 |         14 |        114 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Redux\Reducers\ForecastReducer.ts                                                                   | TypeScript       |        211 |          5 |         40 |        256 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Redux\Sagas\FetchStoredForecastingResultsSaga.ts                                                  | TypeScript       |         81 |          0 |          9 |         90 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Redux\Sagas\FetchTreeviewKeysSaga.ts                                                                | TypeScript       |        125 |          1 |         14 |        140 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Redux\Sagas\GetForecastResultsChartDataSaga.ts                                                      | TypeScript       |        125 |          3 |         17 |        145 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Redux\Sagas\GetForecastResultsSaga.ts                                                               | TypeScript       |        145 |          5 |         15 |        165 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Redux\Sagas\GetSelectedForecastDataByIdSaga.ts                                                      | TypeScript       |         95 |          0 |         13 |        108 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Routes\StoredForecastResults.tsx                                                                  | TypeScript React |        363 |          7 |         22 |        392 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Routes\ForecastData.tsx                                                                             | TypeScript React |        369 |         32 |         25 |        426 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Routes\ForecastRoutesTypes.ts                                                                       | TypeScript       |         11 |          0 |          2 |         13 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Routes\ForecastVisualytics.tsx                                                                      | TypeScript React |        127 |          0 |          8 |        135 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Utils\ForecastVariables.ts                                                                          | TypeScript       |         25 |          0 |          1 |         26 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Utils\GeneratePathsAndModules.ts                                                                    | TypeScript       |         38 |          0 |         13 |         51 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Utils\GenerateSelectedForecastData.ts                                                               | TypeScript       |         49 |          0 |         14 |         63 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Utils\GetFilteredForecastData.ts                                                                    | TypeScript       |         45 |          0 |         15 |         60 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Utils\GetLastTwoDotPositions.ts                                                                     | TypeScript       |         10 |          0 |          4 |         14 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Forecast\Utils\GetModuleObject.ts                                                                            | TypeScript       |         14 |          0 |          7 |         21 |
